Norway ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55%,3.25%,2.69%,5.12%,4.27%,5.12%,5.06%,2.13%,2.06%,3.20%,1.95%,1.49%,1.00%,3.79%,2.66%,2.27%,0.78%,2.08%,,2.91%
Sweden ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.27%,-1.97%,-1.80%,3.50%,3.56%,1.47%,3.03%,3.86%,4.41%,4.06%,1.63%,2.39%,1.91%,2.72%,3.25%,4.11%,2.57%,-0.20%,,2.07%
Switzerland ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.83%,0.03%,-0.23%,1.06%,0.38%,0.52%,1.89%,2.97%,1.28%,3.53%,1.14%,0.43%,-0.24%,2.54%,2.57%,3.54%,3.54%,1.78%,,1.44%
United Kingdom ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.37%,0.19%,2.31%,4.33%,2.81%,2.78%,3.22%,3.03%,3.00%,4.58%,1.49%,2.03%,2.73%,3.21%,2.18%,2.86%,2.57%,0.70%,,2.37%
Total 12 Western Europe ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67%,1.27%,-0.16%,2.83%,2.46%,1.64%,2.53%,2.41%,2.71%,3.74%,1.53%,0.85%,0.87%,2.09%,1.60%,2.82%,2.41%,0.58%,,1.88%
Ireland ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91%,3.29%,2.66%,5.60%,9.20%,7.93%,11.05%,7.43%,9.82%,8.96%,5.91%,6.39%,4.37%,4.27%,6.02%,5.26%,5.83%,-3.05%,,5.71%
Greece ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05%,0.70%,-1.61%,1.98%,2.08%,2.33%,3.57%,3.29%,3.39%,4.38%,4.38%,3.84%,4.92%,4.44%,2.86%,4.40%,3.92%,2.86%,,3.04%
Portugal ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.28%,1.08%,-2.06%,0.96%,4.19%,3.57%,4.10%,4.71%,3.74%,3.88%,1.99%,0.78%,-0.78%,1.50%,0.90%,1.39%,1.88%,0.00%,,2.01%
Spain ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51%,0.92%,-1.04%,2.36%,2.72%,2.38%,3.79%,4.38%,4.49%,5.08%,3.59%,2.67%,3.05%,3.21%,3.54%,3.92%,3.54%,0.90%,,2.89%
Total 14 small west European countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58%,2.50%,4.34%,3.42%,2.92%,3.30%,4.57%,0.14%,3.04%,3.04%,3.04%,3.04%,3.04%,3.04%,1.60%,2.82%,2.41%,0.58%,,2.80%
Total 30  Western Europe ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82%,1.25%,-0.25%,2.77%,2.56%,1.80%,2.76%,2.66%,2.95%,3.92%,1.82%,1.13%,1.15%,2.26%,1.84%,2.95%,2.58%,0.59%,,2.03%
Western Offshoots ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25%,3.58%,3.82%,4.12%,4.18%,3.72%,4.36%,5.34%,3.91%,1.92%,3.71%,3.10%,3.98%,2.37%,2.76%,2.76%,3.92%,2.37%,,3.34%
New Zealand ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.33%,1.10%,6.25%,5.16%,4.05%,3.47%,1.44%,0.52%,5.10%,2.15%,3.55%,4.48%,3.40%,3.61%,2.76%,1.98%,3.15%,0.20%,,2.83%
Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.16%,0.87%,2.32%,4.70%,2.74%,1.60%,4.16%,4.06%,5.39%,5.10%,1.38%,3.28%,1.87%,3.02%,2.96%,2.86%,2.47%,0.40%,,2.61%
United States ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19%,3.28%,2.66%,3.98%,2.51%,3.68%,4.40%,4.18%,4.39%,3.63%,0.76%,1.60%,2.49%,3.59%,3.05%,2.66%,2.08%,0.40%,,2.73%
Total Western Offshoots ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.34%,3.10%,2.71%,4.05%,2.61%,3.52%,4.36%,4.20%,4.45%,3.65%,0.96%,1.82%,2.52%,3.48%,3.03%,2.68%,2.20%,0.49%,,2.75%
Eastern Europe ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32.85%,-7.47%,9.17%,7.97%,12.49%,8.71%,-10.76%,11.96%,9.62%,7.05%,6.95%,3.34%,5.82%,5.73%,5.64%,5.36%,6.11%,6.58%,,3.41%
Bulgaria ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.77%,-7.58%,-1.51%,1.78%,2.86%,-9.87%,-5.76%,3.92%,2.27%,5.26%,4.02%,4.78%,4.21%,6.39%,6.02%,6.11%,6.02%,5.83%,,1.44%
Czechoslovakia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.39%,-2.31%,0.59%,3.33%,5.74%,4.65%,0.89%,1.21%,0.92%,2.69%,2.76%,2.48%,3.73%,4.71%,6.17%,7.10%,7.27%,3.89%,,2.36%
Hungary ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.67%,-3.11%,-0.58%,2.90%,1.48%,1.31%,4.47%,4.72%,4.03%,5.08%,4.00%,4.28%,4.11%,4.69%,3.92%,3.83%,1.19%,0.60%,,1.90%
Poland ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.27%,2.48%,3.67%,5.16%,6.72%,5.83%,6.58%,5.37%,4.49%,4.10%,1.21%,1.43%,3.78%,5.20%,3.54%,6.02%,6.58%,4.78%,,3.87%
Romania ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.81%,-9.21%,1.49%,3.83%,6.86%,3.83%,-6.29%,-4.92%,-1.21%,2.08%,5.54%,4.88%,4.78%,8.16%,4.02%,8.64%,4.98%,6.86%,,1.69%
Yugoslavia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.23%,-20.97%,-18.09%,3.76%,5.11%,9.16%,9.66%,5.02%,-1.80%,4.45%,3.65%,3.79%,3.28%,5.25%,4.52%,5.50%,4.99%,3.96%,,0.94%
Total 7 East European Countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.56%,-5.42%,-1.26%,3.98%,5.58%,4.37%,3.29%,3.36%,2.17%,3.89%,2.81%,2.85%,3.88%,5.44%,4.46%,6.19%,5.74%,4.40%,,2.45%
Yugoslav and Czech Successor states ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.35%,-32.70%,-36.86%,2.67%,5.83%,43.31%,31.19%,15.36%,9.08%,5.26%,4.40%,3.63%,3.15%,5.92%,3.83%,6.67%,6.58%,5.35%,,3.91%
Croatia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.70%,-12.44%,-8.34%,5.73%,6.58%,5.73%,6.58%,2.47%,-0.90%,2.86%,4.31%,5.07%,4.21%,4.21%,4.11%,4.59%,5.35%,2.37%,,1.04%
Macedonia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.40%,-6.83%,-7.80%,-1.82%,-1.11%,1.19%,1.39%,3.34%,4.21%,4.40%,-4.60%,0.90%,3.34%,4.03%,4.02%,3.93%,5.73%,4.54%,,0.69%
Slovenia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.32%,-5.66%,2.76%,5.16%,4.02%,3.54%,4.69%,3.54%,5.45%,3.83%,2.66%,3.25%,4.08%,4.35%,4.21%,5.73%,6.58%,3.44%,,2.91%
Serbia/Montenegro/Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.33%,-32.71%,-36.82%,2.47%,5.92%,5.73%,7.14%,2.47%,-19.48%,6.20%,5.35%,3.73%,1.49%,7.03%,5.99%,5.62%,1.39%,4.88%,,-2.00%
Former Yugoslavia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.23%,-20.97%,-18.09%,3.76%,5.11%,9.16%,9.66%,5.02%,-1.80%,4.45%,3.65%,3.79%,3.28%,5.25%,4.52%,5.50%,4.99%,3.96%,,0.94%
Czech Republic ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.35%,-0.51%,0.06%,2.20%,5.77%,4.07%,-0.73%,-0.88%,1.29%,3.57%,2.57%,1.76%,3.54%,4.41%,6.11%,6.58%,5.92%,2.66%,,2.00%
Slovakia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.78%,-6.61%,1.88%,6.02%,5.68%,5.96%,4.51%,5.62%,0.18%,0.84%,3.15%,3.99%,4.11%,5.30%,6.30%,8.16%,9.89%,6.20%,,3.08%
Former Czechoslovakia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.39%,-2.31%,0.59%,3.33%,5.74%,4.65%,0.89%,1.21%,0.92%,2.69%,2.76%,2.48%,3.73%,4.71%,6.17%,7.10%,7.27%,3.89%,,2.36%
Successor Republics of USSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.44%,-54.13%,-9.21%,5.26%,6.67%,5.73%,3.25%,7.05%,3.25%,5.73%,9.17%,14.06%,13.02%,9.98%,13.01%,12.40%,12.84%,6.58%,,2.90%
Azerbaijan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.70%,-25.62%,-26.27%,-21.94%,-12.56%,1.29%,5.64%,9.53%,7.14%,10.53%,9.44%,10.07%,10.62%,10.91%,21.75%,26.62%,21.03%,10.97%,,3.80%
